ID,Settore,CO2,CH4,N2O,FGAS,PM25,PM10,NOX,SO2,CO,VOC,NH3_AIR,H2S,BENZ,TXYL,MEOH,FORM,STYR,ETO,PHEN,CYAN,CL2,HCL,H2SO4,HF,DIOX,PFAS,CHL_SOLV,PB,HG,AS,CD,CR,NI,MN,CU,ZN,SE,COB,SB,BE,TN,NO3,NH3_W,TP,BOD,COD,TSS,OIL,TDS,PATH,THERM,PEST,SILICA,ASBEST,PHARMA
11,Nonmetallic mineral products,1135510.5105105105,0.0,10.427093760427093,,0.0,0.0,1815.6015418058944,975.0910604389209,1485.024893543526,116.44553055966168,49.509887702805266,0.5974517569622422,2.2525610326818706,1.8850543817969165,3.6398212490077038,5.60893685941844,1.357760298888305,0.000160574143606918,1.703181727190071,0.06213127470967438,0.8169853325072661,22.91168031639226,3.9528846034825116,2.0273011572221398,3.57544319964336e-07,0.0,,0.718959099250331,0.049250690456726365,0.02294547775171554,0.006370677410028471,0.1447320477775632,0.22748255241662502,1.3208260349543655,0.2747859934510433,0.8000279570415793,0.4401789019071097,0.034851184535459566,0.004970493532253575,0.0022905987506906147,0.015539191770672126,10.596436686437253,0.005181409329258359,0.008639436522831489,0.011643979477504734,0.09996231616531925,244.38027715940794,10.952007704273425,121.34883069794341,,,0.0,,3.2846180554123436e-07,
12,Primary metals,444522.9363313894,0.0,0.0,,0.0,0.0,113.02842270134208,91.57716044901203,340.5413531992194,60.10970385288861,3.2607328972288503,0.0021506145559797734,0.9726504724045435,1.4424436288135294,0.1755474500245554,0.36381063113359374,0.20580417799859496,4.684865019609753e-06,0.5887149433033246,0.023757939244831435,0.14045592269775267,2.88578019650824,0.09593207605230346,0.2869961830641926,1.296700149773643e-06,0.0,,0.16887555474330213,0.011167219351931853,0.017544987441628176,0.009094230833057626,0.08420498882601977,0.1428010737609188,0.4375447612355199,0.21112064908225586,0.7679027934475892,0.0040818122116995864,0.01657539117708022,0.005251518048354403,0.0006751290126356728,0.37035323598642284,1.5125362181686064,0.004720737177663913,0.002654971056833468,0.039647434281929544,0.4039934557193934,7.127914465971909,0.9059092770280002,13.640738671587071,,,0.0,,8.061852310740692e-12,
13,Fabricated metal products,60740.91893192206,0.0,0.0,,0.0,0.0,19.781784385452546,4.5951375635917096,61.833416936120734,68.00524656878879,2.0966781520984967,0.008415014254166195,0.1522692912422665,4.810218171067616,0.8354497041859008,0.4302641776354467,0.8990966563535004,2.3015189507448094e-05,0.1637944339545206,0.05155616665040786,0.010031797363268131,0.4495682998576127,0.09899475928138901,0.043633140093202696,2.564392578708301e-09,0.0,,0.04730451325509074,0.001138913098300385,0.0025142830365046756,0.0015302545148986096,0.19359793154632104,0.15869436663174746,0.18326706918006433,0.1406264489186564,0.475294899875025,0.0017094120733525825,0.013191375867206588,0.004378771580940313,3.095559616020658e-05,0.0016060004648113324,1.0921594681952222,8.497543099219689e-05,0.0003908478485234311,0.018170039115991844,0.07850215631312771,75.73606848728289,1.0485700947338918,1.8354194409118032,,,0.0,,6.300736497602459e-10,
14,Machinery,26515.545388374754,0.0,0.0,,0.0,0.0,14.465929541135706,0.8397570713444639,29.411014770305982,20.01856938201699,0.2760982242201236,0.0031260006832423397,0.06857496664738966,1.5458322873162706,0.10835537363406268,0.17111826272392522,0.4101614702137694,0.0001263125837004391,0.02476533730111721,0.0014591963651308726,0.0029954803247409997,0.03525456547240096,0.011709804159866112,0.006845325796472049,7.658930907528269e-09,0.0,,0.005272353921308567,0.002440735368060115,6.425696563605616e-05,0.0002672217009501146,0.03043472175637688,0.026568239301880583,0.1907465176557457,0.035389433911591155,0.060918434339319164,9.514442789295785e-05,0.002988428196547647,0.0003186262551918963,2.475936297369722e-06,0.00262781699149184,0.06406421650051598,0.0002668953930065248,0.0006945749916233698,0.0017331612105119809,0.03876286256321351,2.829612159607964,0.17521375631521507,0.06882812716961796,,,0.0,,1.3025712035885384e-08,
15,Computer and electronic products,13435.662836956591,0.0,3.2769909358430716,,0.0,0.0,5.5726347979386315,0.7217861708324589,6.244388727745803,5.57363061015853,0.5110702115076464,0.004643353009984575,0.007105574399837242,0.23928580245878336,0.20137153246560233,0.02731920675270516,0.12341442612803108,0.0007838243011900752,0.018088633705489576,0.0019864677776171577,0.0284743444257175,0.1117683207832197,0.05416434218092105,0.16423307887149097,1.9067954979390513e-10,0.0,,0.00855184065093281,8.085721323476765e-06,0.0003183306332325054,3.8533191773603615e-05,0.00044783020400239037,0.0028201786594575506,0.0017371809596794779,0.013890691016519617,0.0036808311402872283,4.591243402849686e-05,0.00015180228012667544,0.0008185241685755055,4.2713465361118095e-06,0.05174907410265187,1.6383341902272128,0.006392102337210215,0.0001888137245812946,0.41225276828456847,0.005761521272080718,2.732118291127533,0.04100187285621229,0.25665283882092593,,,0.0,,2.7960303081322704e-08,
16,"Electrical equipment, appliances, and components",21942.039259371784,0.0,0.0,,0.0,0.0,14.953463888692538,7.310291421391756,70.22580768380706,18.198950171410257,0.549401158532961,0.06919817747675798,0.039310226792791315,1.15494207068013,0.1431101758851465,0.05170304398692936,0.5073236351691672,2.157087285364189e-05,0.026912567289740022,0.3793424007280175,0.006336924312710936,0.020071958756017493,0.019704304126843212,0.007495025314560281,2.1069799207576215e-09,0.0,,0.05828025746464128,0.0005278318107231833,0.0010666598267184218,0.00020574735386535937,0.011782659836355163,0.0227506022974724,0.19960257123534153,0.04282855274091551,0.0669323365033327,0.0029392273893077137,0.010384552099920626,0.0501544703170686,4.246676001913365e-06,0.028177640452975078,0.03637304662564018,7.95471786737258e-05,0.05055347116522446,0.09868489289590385,0.02626456807618939,24.607563928360598,0.17168458605920514,0.02520781351169862,,,0.0,,2.7431571191852126e-10,
17,"Motor vehicles, bodies and trailers, and parts",19560.097401301344,0.0,0.0,,0.0,0.0,14.84218094292148,19.30815670540137,15.876182016945554,48.342326092689525,0.34884699722308626,0.0001323113641995287,0.018695124086169676,4.749817139795131,0.7252854424329659,0.10960662499386134,1.0956998298153982,2.4971656552088983e-05,0.011816475774970086,0.0002908428108576735,0.0006982581344292843,0.031732695239115594,0.005556848234679074,0.005740619436909629,1.8539082985126012e-11,0.0,,0.0008201007534813685,1.4969654589292427e-05,0.00014989082983998348,8.252300387029572e-05,0.01600308396585268,0.0195278805871135,0.05067704926813673,0.013900535239122741,0.03233190026199772,8.688959462210485e-05,0.002888746167398571,0.002113740947407777,2.7264870409476546e-06,0.003849677275189678,0.00016009700309783766,2.5373525822799836e-06,0.0007244247086833519,0.00014387630874959116,0.11702885994531464,2.574460730330986,0.40272352003026096,0.36124772246499937,,,0.0,,0.0006399621712446771,
18,Other transportation equipment,18756.166089601957,0.0,0.0,,0.0,0.0,20.434832661730518,14.849804469026564,21.882548430269903,25.63934021874481,0.31064368246488494,1.2990833715032088e-05,0.03066938337360693,3.6309387631881607,0.3213958501194891,0.06799308040851848,10.92083481668972,0.00022386519409370458,0.051998263907134065,0.006772113557263366,0.0025106966036862388,0.09286407615396407,0.0015037149144056653,0.022098083590420838,3.842583260368194e-09,0.0,,0.006797776715062262,5.302269493773134e-05,0.00012595601646921318,0.00028686287678067365,0.02505955665278603,0.026103089241519502,0.06808837159388649,0.08602417029899154,0.03855534641413881,6.1344649759803e-05,0.05088228094675413,0.0013324674267275304,2.388583163071178e-06,0.12165228165069066,0.001060558730842818,1.1315409105137299e-05,0.009436084557761593,0.0199555297349891,1.7085770920935952,1.730932774153058,0.11190211665125732,6.227626342164348e-05,,,0.0,,3.833111958366924e-07,
19,Furniture and related products,42747.89822833711,0.0,0.0,,0.0,0.0,14.82097595972287,1.5115722847740067,25.367213196436065,187.19382950408533,0.32182671850814015,0.0029808220641801457,0.14049652990575096,23.50574149298019,3.1813678621337775,0.40741854968174196,0.9590790831859302,0.00039461639393569687,0.015426467668571909,0.0002007027050351734,0.012865023752404654,0.38935673810429583,0.016631320300346464,0.0010082728908882255,8.925334393996746e-07,0.0,,0.00276500912018503,5.8412160233832315e-05,0.0007534596115768829,0.000405575581395127,0.009437381871782094,0.008876153478418266,0.06859161319730922,0.0016469198635689964,0.0004936008090745455,0.00021756100146580292,0.001712723526195055,0.0006221432867724824,0.0003426723842018905,0.004430778733172456,4.394124358442614e-06,3.6449285188876384e-06,0.008868996772008053,0.000606062669484104,0.03661794190782145,1.441857160159217,0.028377594741076862,0.12711658214682375,,,0.0,,3.792010266606992e-12,
20,Medical equipment and supplies,21065.011918431814,0.0,0.0,,0.0,0.0,7.207109040449656,1.61861641898357,10.356431382891461,12.93632187914974,0.37665604733641567,0.0013550671227347906,0.01686929341438212,1.5787638408463065,0.3749649868983058,0.04541304251673814,0.1559807655783733,0.2177451872603238,0.006832803222285012,0.0013346627826238075,0.005865803074498554,0.022940624041931573,0.009996267129536645,0.006117129679728211,2.6918459498663682e-08,0.0,,0.0001990437884771042,6.0817652331549025e-05,4.901824914769239e-05,2.5835620217667534e-05,0.0019533376759307396,0.001536418979141705,0.002572824364660415,0.0004633770998784884,0.037229934005598674,6.204733796253567e-05,0.0017352146892403088,2.203667420710254e-05,6.096778334340277e-06,0.000705762577099119,0.10919348762289414,0.002416025916881278,0.004477248444189274,0.0013647598341300718,0.26780314167033487,0.020478754845579282,0.015083235130506809,0.1806110266699137,,,0.0,,1.4145030577789862e-09,
21,Other manufacturing,30528.816272930973,0.0,0.0,,0.0,0.0,13.458276609504292,0.8407016805197989,50.14891099187805,41.30030080271777,4.159110048429275,0.0016293516606224463,0.042866621799872,2.6257756263384757,0.9863671471710161,0.5128600801624433,3.9233605577008466,0.00024063461698969638,0.07476968618845953,0.013902611897102863,0.0014397146584930103,0.020190828908655117,0.03673910068336958,0.001168861905288038,2.2545579769051428e-10,0.0,,0.009389910253173069,1.7510670973619327e-05,0.00019047191834496735,0.00019964445891606464,0.014053397639524741,0.00628557595240457,0.0799325911110862,0.023981710256740868,1.0737288219302548,0.00024220373497649606,0.0010437031366140178,0.0021768067519236894,9.223353997518774e-06,0.05578289685535283,0.005164064442022058,0.005931049939979729,0.003991925581522882,0.35142758763265636,0.07852967297757472,0.30561763786107354,0.030644568470685134,0.0008560231779538599,,,0.0,,1.343198284164623e-08,
22,Food manufacturing,85729.12593559464,0.0,0.7973003703515289,,0.0,0.0,39.582130388038415,38.42316603509182,52.899291810630395,35.56617284231898,7.631125098577671,0.5978323790638324,0.044658284693357156,0.2223922848043524,0.9447905438216311,0.21895604554143963,0.010870938564738442,0.003761012301507732,0.010160690124164633,0.013825664985927119,0.014002596278953493,0.9584103676693487,0.4311866031754283,0.15798106379652432,5.720714111703436e-08,0.0,,0.011552923092501248,0.0003899526286732666,0.0011428541342396513,0.0003303285874433422,0.022027097763026054,0.02468907921859433,0.45267756747949855,0.0269322060316928,0.14056990316083617,0.0010505810045400418,0.0013966532500397219,0.0001413137496651323,5.2400538190987144e-05,4.227800406127792,37.72540149174016,0.013283346095284174,0.9397355196316063,21.625108274419205,1.3590597892522793,73.32059758768422,4.29361221612974,63.93206662025601,,,0.0,,1.7025728529488335e-13,
23,Beverage and tobacco product manufacturing,59123.95200805439,0.0,2.534084550327756,,0.0,0.0,27.18047568421619,13.703972073451675,35.53711803162844,194.13174057802115,2.314665741384241,0.016866668485406924,0.0765842094162988,0.2158094824187194,0.3992577090803194,0.15450147967205743,0.017279245534781378,0.004043904003405243,0.015711426095522306,0.0064275320253877645,0.017076086900055742,0.24559080859986104,0.02465807828178381,0.04327598097699057,1.6390243853727367e-07,0.0,,0.001211350609812619,3.610237940232025e-05,0.0002366456333207379,0.0002038457128779322,0.00021155723206746338,0.0017533717813336311,0.002604726254333817,0.002901189786782304,0.004020991575349553,0.00016592841530891738,0.0012259078259262992,7.059379324494414e-05,3.628035720160121e-05,0.06474689314251554,5.263205926677325,0.014228475059381063,0.17491502649353552,0.33416237616934075,1.822516109708726,1.4516310709675468,0.2185655987589411,9.885678040519355,,,0.0,,4.090249295103952e-13,
24,Textile mills and textile product mills,108244.2778138592,0.0,0.0,,0.0,0.0,32.032284984794416,9.44432863394619,47.98822858496432,38.49519732436701,1.7797933689601098,0.0851511042127616,0.05545769223432882,6.254522951243278,1.597760060975251,0.6880288279335569,1.6541179617139274,0.0016953958420920933,0.19792230106446743,0.003250699573267908,0.0047109744823584385,0.1826083793180362,0.04030105476603597,0.03197521323000069,4.430887228182689e-09,0.0,,0.0135982871762139,9.793442872946487e-05,0.0005040141935506499,0.00017091725069222916,0.004388922651184696,0.0026030329385852502,0.14898762815029581,0.0021455994208335084,0.07712440248030356,0.00019066216782183583,0.00016393735565092515,0.04389132688329236,3.918550126019565e-05,0.014117635864759056,1.0808928299114724,0.004244941000827416,0.508941800972457,0.24604517307714938,0.23595012371919863,2.295205824223403,0.20194349872860917,4.351351635296135,,,0.0,,2.1652108536679702e-11,
25,Apparel and leather and allied products,15271.838729383018,0.0,0.0,,0.0,0.0,6.355770462953069,0.10242554523239888,28.985508789180393,10.186621787482444,0.9769923800193689,0.012077216130136103,0.03594780513176454,0.4692499689789675,0.011839141983385034,0.061451294878497924,0.009659269879912884,0.00019368485269602266,0.0006317161443271044,3.109609594722536e-05,6.977415255181562e-05,0.0009553493766589691,1.6280031544333197e-06,6.538040993166191e-05,0.0,0.0,,0.0012488037878691984,1.729578141669896e-06,2.2321465684809757e-05,1.0880521165543566e-05,0.0021642107365205596,7.775129445559842e-05,0.7753232273068785,0.0006938530942519605,0.000873452758732789,1.074451977267528e-05,3.839611956315978e-05,0.0005643605090335669,9.533309668569873e-07,0.03292812730011311,0.054521403073108675,3.2984445557467584e-05,0.02011752636888406,0.006232442165820404,1.8671103677121295,3.5545207157159697,0.06779801073567952,0.012368139695505107,,,0.0,,1.6865608184078533e-12,
26,Paper products,311431.9122144271,0.0,0.0,,0.0,0.0,951.8158524563536,590.6443925687373,1169.7026490228693,226.75491942949446,37.91692229011566,26.625677785054588,1.8297295514858631,2.200575173655977,214.6874574667859,5.293417970020065,1.251222242416147,0.0008165767410255142,4.751998623182244,0.03384082226979824,0.9356157750754149,21.427368781484585,4.266872714495449,0.8118074719258875,1.4319055471131275e-06,0.0,,0.16719482907425143,0.005709906446890156,0.01365517944721824,0.00539067743949889,0.011820712243863813,0.1128394968200723,13.79413956655322,0.014299415587820684,2.101634271176113,0.015379839952405749,0.008794982957453415,0.004540438892327723,0.0014884673396335054,14.224202371845907,24.99687602941847,1.5008024510790596,3.5069877484698426,115.96948431138097,295.4525162114758,183.53737686212395,1.0000942935061028,590.0980149719057,,,0.0,,1.1988870738897938e-08,
27,Printing and related support activities,116366.62331439524,0.0,0.0,,0.0,0.0,49.94070004711202,0.39465475240694586,156.24516752287383,125.69611473016732,0.700646605637322,0.00047310570512349315,0.23093107867555407,18.06614961994179,0.15656431082263317,0.6733567771897239,0.11010209933676972,0.002055254621851988,0.0012099491946062,0.0033132366001418557,2.703025579862733e-05,0.005666842023012891,0.007142891107035909,0.00031851636993550803,4.654134491753029e-11,0.0,,0.0009937223914084244,2.4929478117005363e-05,8.30287332682556e-05,5.417889111227422e-05,0.0013549812367378133,0.014969910611682234,0.008747723838629057,0.004700065491302918,0.0026106735728343073,3.327162360803226e-05,0.007232889978082373,0.0004453475530820592,4.3503867446447355e-07,0.0026087976345298956,0.0027846705391415005,1.7697982221407805e-05,0.004966949896684698,0.002389460680471659,0.002230457895659666,5.191537792858879,0.5523802523024368,0.013660354358277794,,,0.0,,1.0391103332127659e-12,
28,Petroleum and coal products,225023.42734500166,36.274598712251745,0.0,,0.0,0.0,240.73942225354742,169.0502291771791,447.0727975806979,227.6133482345501,5.681748928579952,0.7696217934942505,2.72174542399758,5.910826359483091,0.6095267528744773,3.194151470798545,0.05320367959176737,0.0007770809618038375,0.1540936146147481,3.810997521896016,0.04628361963700742,2.083413408559698,2.4834309575550146,0.07671069811363823,3.420251706681342e-08,0.0,,0.024509710845436357,0.002209716188911524,0.0015591922208456125,0.001356554597550044,0.002683415025760186,0.08922771634915179,0.02526926063683375,0.042300438290192484,0.305439810320052,0.0079739647186462,0.0031005227586372933,0.0039411018340739816,0.000728541099991461,0.13374815466861867,13.64532314602025,0.05960011436840993,0.004447364098966007,0.020513709330105483,3.3902692078657317,25.1239027376667,2.5310889693309035,32.62819237403606,,,0.0,,2.9757329481051976e-07,
29,Chemical products,406664.64642091823,13.528431351327951,82.5234312431005,,0.0,0.0,258.88050819914787,139.32963903788774,330.54844875510366,94.80141008442583,36.98323325970203,1.9158192977288269,0.9078517976772552,4.354409389488413,6.015847560633124,1.386034029194012,1.546024316829246,0.07806469668141007,0.3971185613084091,0.5874169023437549,0.5569363859899321,1.8243538795007153,1.3604508628639673,0.7253673944428339,1.0007858817120645e-06,0.0,,0.04272745031245679,0.002584280571881361,0.009200435289589444,0.02784725889776231,0.056315413277272554,0.05678972348197315,0.26400957434695355,0.04269775683693385,0.21378285808501424,0.005557296694016533,0.0702810638016342,0.01121795434440336,0.0005347776746106784,1.859833895585654,17.43276153479602,0.13427264961646454,0.5929505455996301,0.9688257539595383,14.534214280178267,64.9399781762533,1.3725296049411608,38.02797778780911,,,0.0,,1.0258026558269602e-05,
30,Plastics and rubber products,60544.99959794336,0.0,0.0,,0.0,0.0,53.81292190537934,30.39925618880023,66.06664062691526,192.57895850438624,3.650938901028179,1.2490832725567957,0.06592331461896148,6.066013436908636,1.4617722131557431,0.3449699177595959,35.108832382169936,0.010923750647696882,0.6355044978892861,0.06103747061804399,0.04706966297199878,0.22654754431510368,2.321132078850207,0.0762481255863074,3.1871000060194775e-08,0.0,,0.007516772519117157,0.00034538933408271156,0.005626171536927436,0.0002246215366612707,0.004293229200098048,0.007741217244927459,0.014245980387324306,0.014117788716104156,0.3650223367758547,0.011016066437383202,0.03950155184913565,0.011203547595184736,2.7653279055434408e-05,0.26884821231247247,0.6857451195879066,0.0018654120784162389,0.005189042671867381,0.21040357009439653,1.0219902708436435,214.3775778836815,0.3425053250448257,0.8573403716683093,,,0.0,,3.3433252804743153e-07,
