technology_mode,year,published,pollutant,bea_code,sector_name,value_kg,unit,activity_ratio_to_observed_2019,coefficient_coverage,signal,signal_reason,accounting_method
frozen,2019,1,H2SO4,111CA,Farms,2047184.649370874,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HF,111CA,Farms,1.335118986244407,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,DIOX,111CA,Farms,0.0,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PFAS,111CA,Farms,0.0,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PB,111CA,Farms,72.32603443269008,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HG,111CA,Farms,2.829549000196221,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,AS,111CA,Farms,75.43366047513526,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CD,111CA,Farms,4.905346906067861,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CR,111CA,Farms,0.002443393799422158,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NI,111CA,Farms,220.89553731795536,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,MN,111CA,Farms,780.8556947440163,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CU,111CA,Farms,26206.764787262517,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ZN,111CA,Farms,1.0825724626727242,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SE,111CA,Farms,1.8494477337122068,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,COB,111CA,Farms,2.7611628037413687,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SB,111CA,Farms,3.174775354387658,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BE,111CA,Farms,0.6599531693734337,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TN,111CA,Farms,1401665278.8770149,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NO3,111CA,Farms,0.0,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NH3_W,111CA,Farms,0.0,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TP,111CA,Farms,179807455.0538189,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BOD,111CA,Farms,413929.53495457553,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,COD,111CA,Farms,58.09410698936395,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TSS,111CA,Farms,6858651.624717621,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,OIL,111CA,Farms,837165.1636982205,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TDS,111CA,Farms,4456477.659029391,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PEST,111CA,Farms,18341064.004091118,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ASBEST,111CA,Farms,4.1880229071802194e-08,kg,0.9028666201329102,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CO2,113FF,"Forestry, fishing, and related activities",3599999999.9999986,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CH4,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,N2O,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PM25,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PM10,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NOX,113FF,"Forestry, fishing, and related activities",7783413.906137692,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SO2,113FF,"Forestry, fishing, and related activities",368621.6019256029,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CO,113FF,"Forestry, fishing, and related activities",39305169.11069048,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,VOC,113FF,"Forestry, fishing, and related activities",8261693.03125464,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NH3_AIR,113FF,"Forestry, fishing, and related activities",23220632.06885522,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,H2S,113FF,"Forestry, fishing, and related activities",471.89131765283514,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BENZ,113FF,"Forestry, fishing, and related activities",99182.47954202173,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TXYL,113FF,"Forestry, fishing, and related activities",385512.8186922352,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,MEOH,113FF,"Forestry, fishing, and related activities",108324.4801108585,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,FORM,113FF,"Forestry, fishing, and related activities",289682.28442280536,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,STYR,113FF,"Forestry, fishing, and related activities",7328.531636839465,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ETO,113FF,"Forestry, fishing, and related activities",5.556677294620284,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PHEN,113FF,"Forestry, fishing, and related activities",9834.859672806135,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CYAN,113FF,"Forestry, fishing, and related activities",0.20421755270655045,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CL2,113FF,"Forestry, fishing, and related activities",27.078687617374587,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HCL,113FF,"Forestry, fishing, and related activities",167.22907174802313,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,H2SO4,113FF,"Forestry, fishing, and related activities",25093.496561317716,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HF,113FF,"Forestry, fishing, and related activities",4.056248457192408,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,DIOX,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PFAS,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PB,113FF,"Forestry, fishing, and related activities",402.0166148586193,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HG,113FF,"Forestry, fishing, and related activities",0.47505862141072686,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,AS,113FF,"Forestry, fishing, and related activities",8.186740239235583,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CD,113FF,"Forestry, fishing, and related activities",4.348595631101315,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CR,113FF,"Forestry, fishing, and related activities",0.01896203722140575,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NI,113FF,"Forestry, fishing, and related activities",23.634780612483784,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,MN,113FF,"Forestry, fishing, and related activities",660.5461312325032,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CU,113FF,"Forestry, fishing, and related activities",291.3476238827462,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ZN,113FF,"Forestry, fishing, and related activities",6.30407398788482,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SE,113FF,"Forestry, fishing, and related activities",1.4380069119911072,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,COB,113FF,"Forestry, fishing, and related activities",0.30324377512285317,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SB,113FF,"Forestry, fishing, and related activities",0.8231079394728028,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BE,113FF,"Forestry, fishing, and related activities",0.2596091046109949,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TN,113FF,"Forestry, fishing, and related activities",10676188.447196769,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NO3,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NH3_W,113FF,"Forestry, fishing, and related activities",0.0,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TP,113FF,"Forestry, fishing, and related activities",1216036.1960308037,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BOD,113FF,"Forestry, fishing, and related activities",5395.10168506253,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,COD,113FF,"Forestry, fishing, and related activities",508.1033104839293,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TSS,113FF,"Forestry, fishing, and related activities",217370.4386383637,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,OIL,113FF,"Forestry, fishing, and related activities",14242.426984513851,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TDS,113FF,"Forestry, fishing, and related activities",41243.56146396902,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PEST,113FF,"Forestry, fishing, and related activities",212173.28117971082,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ASBEST,113FF,"Forestry, fishing, and related activities",2.4647518255627535e-07,kg,0.9999999999999996,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CO2,211,Oil and gas extraction,55189608620.04667,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CH4,211,Oil and gas extraction,6064901235.044698,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,N2O,211,Oil and gas extraction,992618.8600727819,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PM25,211,Oil and gas extraction,0.0,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PM10,211,Oil and gas extraction,0.0,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NOX,211,Oil and gas extraction,378765046.9019428,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,SO2,211,Oil and gas extraction,26515107.64280276,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CO,211,Oil and gas extraction,383497782.6683888,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,VOC,211,Oil and gas extraction,1488956573.9514203,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,NH3_AIR,211,Oil and gas extraction,129257.82368918562,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,H2S,211,Oil and gas extraction,267652.961637753,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,BENZ,211,Oil and gas extraction,16568929.336021021,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,TXYL,211,Oil and gas extraction,26828895.68375646,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,MEOH,211,Oil and gas extraction,1121886.045433787,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,FORM,211,Oil and gas extraction,16561234.884644767,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,STYR,211,Oil and gas extraction,5205.757490880827,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,ETO,211,Oil and gas extraction,0.0,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PHEN,211,Oil and gas extraction,2592.713408892034,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CYAN,211,Oil and gas extraction,7129.205375792516,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,CL2,211,Oil and gas extraction,509.2794995237614,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HCL,211,Oil and gas extraction,634.6074116567771,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,H2SO4,211,Oil and gas extraction,4092.039286179776,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HF,211,Oil and gas extraction,35.32448490285648,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,DIOX,211,Oil and gas extraction,5.481114043197248e-05,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PFAS,211,Oil and gas extraction,0.0,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,PB,211,Oil and gas extraction,78.65758934083911,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,HG,211,Oil and gas extraction,25.41816444059504,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2019,1,AS,211,Oil and gas extraction,114.05244360991563,kg,0.9926188600727819,complete,n.d.,nessuna soglia settoriale documentata; intensita costante,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
